# 首笔残留差异白名单：首笔对照里已知且接受的差异。白名单之外一处不符即视为验收失败。
# 规范依据：《通用规范汉字笔顺规范》（GF 0023—2020）——这些字按规范裁定的首笔与对照源
# （hanzi-writer-data，Arphic 字形）的几何分类不一致，属于对照源分笔 / 几何近似的假阳性，本表保留。
# 字<TAB>本表首笔<TAB>对照类别<TAB>说明（h 横 / s 竖 / p 撇 / n 点捺 / z 折）
凤	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
生	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
矢	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
失	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
他	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
丛	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
用	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
甩	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
尔	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
匆	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
册	p	s	册首笔撇（GF 0023—2020）；对照源几何归竖
处	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
鸟	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饥	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
朱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
先	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
竹	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
迄	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
伙	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
自	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
血	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
舟	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
兆	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肌	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肋	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
朵	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
旭	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
牡	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
告	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
身	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
皂	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
囱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
坐	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肝	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肛	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肚	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肘	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肠	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
删	p	s	册首笔撇（GF 0023—2020）；对照源几何归竖
彤	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
刨	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饭	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
制	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
知	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
迭	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
牧	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
物	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
使	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
例	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
版	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
侧	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
侈	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
的	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
迫	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肤	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肢	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肿	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胀	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
朋	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
股	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肮	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肪	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
肥	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
服	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胁	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
周	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饰	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饲	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
钝	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
卸	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
缸	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
矩	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
牲	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
选	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
竿	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
顺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
鬼	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
侯	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
追	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
逃	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胚	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胧	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胆	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胜	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胞	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胖	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脉	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胎	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饵	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饶	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
蚀	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饼	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
缺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
特	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
牺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
造	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
笔	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
倒	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
候	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
倦	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
射	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
躬	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
息	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
舰	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
舱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
般	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
航	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胰	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脆	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脂	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胸	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胳	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脏	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脐	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
胶	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脑	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脓	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
饿	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
矫	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
笨	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
笼	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
笛	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
笙	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
符	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
偶	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
停	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
偏	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
躯	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
假	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
衅	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
舶	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
船	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
舵	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脚	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脖	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脯	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
豚	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脸	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
够	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
凰	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馅	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馆	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
链	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
甥	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
短	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
筑	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
策	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
筏	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
答	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
傲	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
牌	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
储	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
皓	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
皖	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
奥	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
艇	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腊	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
脾	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腋	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腔	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腕	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
然	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馈	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馋	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
键	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
矮	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
筹	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
签	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
简	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
筷	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
毁	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
魁	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腻	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腰	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腥	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腮	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腹	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
鹏	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腾	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
腿	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馍	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馏	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
锻	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
镀	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
箕	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
算	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
管	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
箫	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
魄	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
魅	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膜	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膊	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膀	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
孵	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
馒	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
镑	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
箱	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
篓	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
箭	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
躺	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
僻	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
艘	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膝	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膛	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
赞	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
篮	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
邀	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
膨	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
雕	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
朦	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
臊	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
罐	p	s	撇首：竖撇 / 短撇走向近竖，对照源几何归竖
忆	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
冗	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
心	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
写	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
必	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
灯	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
州	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
忙	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
军	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
农	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
灶	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
灿	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
灼	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怀	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
忧	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
忱	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
快	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
罕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炬	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炒	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炊	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炉	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怔	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怯	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怖	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
性	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怜	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怪	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
怡	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炼	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炸	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烁	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炮	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
炫	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烂	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恃	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恒	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恢	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恍	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恬	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恰	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恼	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
恨	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
冠	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烘	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烦	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烧	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烛	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烟	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
烙	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悖	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悟	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悄	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悍	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悔	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悯	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悦	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
冥	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
冤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
焊	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
焕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
情	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惜	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惭	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悼	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惧	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惟	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惊	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惦	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
悴	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惋	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惨	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惯	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
焰	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
愤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
慌	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
惰	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
愕	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
愣	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
